Date,Close,High,Low,Open,Volume,Simple_Return,Log_Return,20D_Momentum,20D_SMA,20D_Volatility,Weekday,Price_Surge,Volume_Spike,20D_STD,Upper_BB,Lower_BB
2020-12-09,189.5099945068359,195.5,163.8000030517578,182.0,25373700.0,,,,,,Wednesday,False,False,,,
2020-12-10,186.0,187.69500732421875,172.63600158691406,179.7100067138672,3506800.0,-0.01852142160612691,-0.018695090879373318,,,,Thursday,False,False,,,
2020-12-11,175.0,182.0,168.25,176.52000427246094,4760600.0,-0.05913978494623651,-0.060960699789687135,,,,Friday,False,False,,,
2020-12-14,160.0,170.0,151.1999969482422,169.10000610351562,7859600.0,-0.08571428571428574,-0.08961215868968717,,,,Monday,False,False,,,
2020-12-15,158.88999938964844,161.4199981689453,153.75999450683594,157.10000610351562,5017000.0,-0.006937503814697266,-0.006961680174897907,,,,Tuesday,False,False,,,
2020-12-16,158.0500030517578,167.47000122070312,157.1999969482422,161.17999267578125,3061300.0,-0.005286653289177101,-0.005300677088490033,,,,Wednesday,False,False,,,
2020-12-17,154.2100067138672,161.66000366210938,152.14886779785155,159.10000610351562,6369800.0,-0.0242960851866173,-0.02459610456370365,,,,Thursday,False,False,,,
2020-12-18,166.35000610351562,169.9499969482422,147.32000732421875,154.2100067138672,8157800.0,0.07872381078469126,0.075778685748556,,,,Friday,False,False,,,
2020-12-21,160.22999572753906,173.4600067138672,155.0,169.07000732421875,3884200.0,-0.036789961836059204,-0.037483782800053586,,,,Monday,False,False,,,
2020-12-22,156.7899932861328,163.2100067138672,153.4219970703125,161.0500030517578,2386700.0,-0.02146915392331261,-0.021702968803641056,,,,Tuesday,False,False,,,
2020-12-23,158.22000122070312,161.55999755859375,150.25,155.0,1759900.0,0.009120530619327383,0.009079189756879989,,,,Wednesday,False,False,,,
2020-12-24,158.4600067138672,158.60000610351562,153.07000732421875,157.3800048828125,673000.0,0.0015169099438274714,0.0015157605980944705,,,,Thursday,False,False,,,
2020-12-28,147.88999938964844,158.4499969482422,141.5050048828125,158.25,3807700.0,-0.06670457450696132,-0.0690334878549578,,,,Monday,False,False,,,
2020-12-29,141.27000427246094,147.39999389648438,139.63999938964844,146.1199951171875,3849500.0,-0.04476296669489921,-0.04579576688481195,,,,Tuesday,False,False,,,
2020-12-30,140.1999969482422,147.97999572753906,139.8000030517578,144.39999389648438,3121100.0,-0.0075742004095581406,-0.007603030333485956,,,,Wednesday,False,False,,,
2020-12-31,142.75,146.5,135.3800048828125,140.1999969482422,2637300.0,0.01818832458818953,0.01802489570280423,,,,Thursday,False,False,,,
2021-01-04,139.19000244140625,143.6199951171875,137.1699981689453,142.5,2026400.0,-0.024938686925350284,-0.025254924756712534,,,,Monday,False,False,,,
2021-01-05,144.42999267578125,146.1199951171875,137.8350067138672,138.0,1031800.0,0.03764631182171896,0.03695498662246608,,,,Tuesday,False,False,,,
2021-01-06,140.00999450683594,142.0,138.2100067138672,141.27000427246094,1931400.0,-0.03060304918014778,-0.031081101006123747,,,,Wednesday,False,False,,,
2021-01-07,152.77000427246094,154.63999938964844,139.43499755859375,140.0,3215200.0,0.09113642072889294,0.08721974094850417,,156.51100006103516,,Thursday,False,False,14.395864408945364,185.3027288789259,127.71927124314443
2021-01-08,156.08999633789062,158.30999755859375,147.3000030517578,152.0,2548700.0,0.02173196290227608,0.021499190164543235,-33.419998168945284,154.8400001525879,0.04414147916626253,Friday,False,False,12.124303833198132,179.08860781898414,130.59139248619164
2021-01-11,167.0,169.0,153.19000244140625,153.19000244140625,2541300.0,0.06989559816820234,0.06756107190795817,-19.0,153.8900001525879,0.04741575495686303,Monday,False,False,10.135518918381967,174.16103798935183,133.61896231582398
2021-01-12,191.9900054931641,201.92999267578125,162.61500549316406,165.5,7081800.0,0.14964075145607247,0.1394495035330287,16.99000549316409,154.7395004272461,0.056769652892381645,Tuesday,True,False,12.446499043197491,179.63249851364108,129.84650234085112
2021-01-13,191.9900054931641,215.5,188.07000732421875,192.41000366210932,6058800.0,0.0,0.0,31.99000549316409,156.3390007019043,0.05255002086336486,Wednesday,False,False,14.959859764949968,186.25872023180423,126.41928117200436
2021-01-14,207.2400054931641,221.3999938964844,195.3300018310547,196.6199951171875,4512000.0,0.0794312181033976,0.07643425250309621,48.35000610351565,158.7565010070801,0.05455961378418304,Thursday,False,False,18.80603097482699,196.36856295673408,121.14443905742611
2021-01-15,187.1499938964844,212.08999633789065,186.9499969482422,207.0,3351100.0,-0.09694079841810455,-0.10196716671540318,29.09999084472659,160.2115005493164,0.05991573644651526,Friday,False,False,19.84548211245348,199.90246477422338,120.52053632440945
2021-01-19,198.75,202.3000030517578,185.5399932861328,191.19000244140625,3486200.0,0.061982401719616,0.06013735179696446,44.53999328613281,162.43850021362306,0.06040925828136326,Tuesday,False,False,21.561451355791963,205.56140292520698,119.31559750203914
2021-01-20,189.4600067138672,203.82000732421875,189.0399932861328,200.0,2066400.0,-0.04674210458431605,-0.047869797650195126,23.110000610351562,163.59400024414063,0.05989704048486554,Wednesday,False,False,22.38559903105122,208.3651983062431,118.82280218203819
2021-01-21,190.88999938964844,195.4739990234375,183.1929931640625,191.6100006103516,2339400.0,0.0075477284128935285,0.007519386831164962,30.660003662109375,165.1270004272461,0.05895784988656733,Thursday,False,False,23.178868651534682,211.48473773031546,118.76926312417672
2021-01-22,192.0,197.07000732421875,187.1100006103516,190.1999969482422,1679500.0,0.005814870416997575,0.005798029312370389,35.21000671386719,166.88750076293945,0.058495349677921124,Friday,False,False,23.840041810127122,214.5675843831937,119.20741714268522
2021-01-25,191.80999755859372,215.38999938964844,191.30999755859372,194.3300018310547,3430400.0,-0.0009895960489910705,-0.0009900860224383561,33.5899963378906,168.56700057983397,0.05856309063794615,Monday,False,False,24.374485346447322,217.31597127272863,119.81802988693933
2021-01-26,198.22000122070312,204.3800048828125,196.41000366210932,198.0,2363000.0,0.03341850656221035,0.03287224513154393,39.75999450683594,170.55500030517578,0.05871788843202534,Tuesday,False,False,25.11688616933242,220.78877264384062,120.32122796651095
2021-01-27,193.07000732421875,256.0899963378906,190.3999938964844,200.0,5918300.0,-0.025981202021839622,-0.02632467575360158,45.18000793457031,172.8140007019043,0.0564769654635858,Wednesday,False,False,25.002592565297526,222.81918583249933,122.80881557130924
2021-01-28,183.8000030517578,201.5,183.47999572753903,198.9900054931641,1693000.0,-0.04801369410471923,-0.04920462885801127,42.529998779296875,174.94050064086915,0.05666206744627379,Thursday,False,False,23.965645984706235,222.8717926102816,127.00920867145668
2021-01-29,193.27000427246097,194.9900054931641,183.47999572753903,189.3999938964844,1851500.0,0.05152340078055606,0.05023997057827948,53.07000732421878,177.59400100708007,0.05697763112418142,Friday,False,False,22.827659105515117,223.24931921811032,131.93868279604982
2021-02-01,191.1699981689453,203.6699981689453,187.56300354003903,194.58999633789065,1170100.0,-0.010865659735564526,-0.010925122140775685,48.41999816894531,180.01500091552734,0.05733345637361995,Monday,False,False,21.46467951400268,222.9443599435327,137.08564188752197
2021-02-02,182.52999877929688,197.6000061035156,181.6300048828125,191.9499969482422,1338900.0,-0.04519537308366184,-0.04624853857577027,43.339996337890625,182.18200073242187,0.058270363220208954,Tuesday,False,False,19.193809056503003,220.56961884542787,143.79438261941587
2021-02-03,180.5800018310547,186.66000366210932,178.3260040283203,184.66000366210932,1326100.0,-0.010683158720665942,-0.010740633367821667,36.15000915527344,183.98950119018554,0.058293584924083514,Wednesday,False,False,17.03194358895173,218.053388368089,149.92561401228207
2021-02-04,189.3300018310547,191.8769989013672,180.6499938964844,181.3800048828125,1142100.0,0.048454977911597474,0.04731763091630524,49.32000732421875,186.45550155639648,0.057874086292483834,Thursday,False,False,13.542050938482667,213.53960343336183,159.37139967943114
2021-02-05,189.3300018310547,190.91600036621097,180.2449951171875,189.57000732421875,1521400.0,0.0,0.0,36.55999755859375,188.28350143432618,0.05523739823832015,Friday,False,False,10.98102210341357,210.2455456411533,166.32145722749905
2021-02-08,177.42999267578125,185.4900054931641,174.2100067138672,183.4499969482422,1998000.0,-0.06285326699511784,-0.06491541027948779,21.339996337890625,189.3505012512207,0.05765454606077442,Monday,False,False,8.428276942187633,206.20705513559597,172.49394736684542
2021-02-09,187.75,192.27999877929688,177.60000610351562,177.7100067138672,2137000.0,0.05816382658075492,0.05653516698824043,20.75,190.38800125122071,0.057047855288158075,Tuesday,False,False,6.61405904969568,203.61611935061208,177.15988315182935
2021-02-10,215.16000366210932,215.67999267578125,190.0,190.66000366210932,3996900.0,0.145992030157706,0.13627066378119773,23.169998168945227,191.54650115966797,0.05657284408791236,Wednesday,False,False,8.631073026664787,208.80864721299753,174.2843551063384
2021-02-11,213.2599945068359,222.0,208.5,208.5,1949000.0,-0.008830680065692986,-0.008869901593469839,21.269989013671818,192.61000061035156,0.05666640485486708,Thursday,False,False,9.90500002883281,212.42000066801717,172.80000055268596
2021-02-12,202.97000122070312,213.5399932861328,202.5099945068359,213.02999877929688,1376300.0,-0.0482509310287117,-0.049453861948232265,-4.270004272460966,192.39650039672853,0.05522248501691527,Friday,False,False,9.614825199723176,211.62615079617487,173.16684999728218
2021-02-16,212.1699981689453,226.47000122070312,205.0,205.6000061035156,2663400.0,0.04532688029221821,0.044329640611155234,25.02000427246091,193.64750061035156,0.05103069610835626,Tuesday,False,False,10.484619717533286,214.61674004541814,172.67826117528497
